2019-11-21 08:48:32.079346 0
2019-11-21 08:48:57.382189 0
2019-11-21 08:48:58.385882 0
2019-11-21 08:48:59.389382 40
2019-11-21 08:49:00.393139 0
2019-11-21 08:49:01.396482 505
2019-11-21 08:49:02.399997 508
2019-11-21 08:49:03.403234 424
2019-11-21 08:49:04.406390 256
2019-11-21 08:49:05.410165 76
2019-11-21 08:49:06.413095 0
2019-11-21 08:49:07.416608 0
2019-11-21 08:49:08.420410 0
